source,destination,holding_time
7,3,5
7,3,14
7,4,2
0,3,2
7,3,3
0,3,3
7,3,4
0,3,9
7,3,2
0,4,2
0,4,3
0,4,2
7,4,13
0,3,2
7,3,2
7,3,30
7,4,9
0,4,39
0,3,47
7,4,3
7,4,4
7,3,2
7,3,2
0,4,2
0,4,2
0,3,5
0,4,2
0,4,64
0,4,34
0,3,2
7,3,3
0,4,18
7,3,13
7,4,28
7,3,3
0,3,11
0,4,2
0,3,5
7,3,2
0,4,2
0,3,2
7,4,2
0,4,3
0,3,2
0,3,3
0,3,2
7,4,17
0,3,2
7,4,2
7,4,6
7,3,2
0,3,2
7,4,2
0,3,5
7,3,2
7,3,6
7,3,21
0,4,43
7,3,42
0,3,5
7,4,2
7,4,2
0,4,4
0,3,3
7,4,11
7,4,3
7,3,11
0,4,2
7,3,3
0,3,2
0,4,2
7,4,2
0,4,28
0,4,23
7,3,3
7,4,2
0,3,24
0,4,2
0,4,3
0,3,4
7,3,13
7,4,2
0,3,2
0,4,2
0,4,4
0,4,8
7,4,2
0,4,8
7,3,7
0,3,2
7,3,10
7,4,2
0,4,8
7,4,7
0,4,6
0,3,3
0,4,4
0,3,3
7,3,2
7,3,1
