source,destination,holding_time
7,4,85
7,3,2
7,3,4
0,3,12
0,4,83
0,3,26
7,3,3
7,3,11
7,3,2
7,3,26
0,4,88
0,4,2
7,4,10
0,4,4
0,3,86
0,3,16
7,3,3
0,4,83
0,3,3
0,4,8
7,4,8
0,3,2
7,3,65
0,3,16
7,4,62
7,3,13
7,4,4
0,4,8
7,3,3
0,4,55
7,3,2
7,4,38
0,4,25
0,4,2
7,4,6
0,4,13
7,4,64
0,3,9
0,4,9
7,3,2
7,3,3
0,4,36
0,3,13
0,4,46
7,4,3
7,4,26
7,3,17
0,3,3
7,4,3
7,4,4
0,4,13
7,4,49
7,4,48
7,4,47
0,4,6
7,4,2
0,3,6
7,4,2
7,3,6
7,3,41
0,4,6
7,4,3
7,4,11
7,4,23
0,3,36
0,3,35
0,3,6
7,4,33
7,3,5
0,4,4
0,3,30
7,4,3
7,4,28
0,4,27
7,4,26
7,4,25
7,3,24
0,4,23
0,4,6
7,4,21
7,4,20
7,4,13
0,3,18
7,3,6
0,3,16
7,3,4
7,4,14
7,4,5
7,3,12
0,3,3
7,3,10
7,3,9
7,4,8
7,4,7
7,4,3
7,3,5
7,3,3
7,4,3
0,3,2
0,4,1
