source,destination,holding_time
0,3,9
7,4,2
7,4,98
7,3,51
7,4,10
0,3,6
0,3,2
7,3,4
7,4,36
7,3,6
7,3,19
7,3,24
0,3,7
0,4,28
0,3,57
0,3,2
0,4,44
7,4,41
0,3,40
0,3,10
7,3,22
7,3,5
7,3,12
0,3,57
0,4,6
0,3,8
0,3,49
7,4,73
0,3,72
7,4,32
7,4,26
7,4,8
7,3,11
7,4,16
0,4,28
0,4,35
0,3,14
0,4,61
7,3,17
7,4,31
0,4,60
7,3,59
7,3,6
7,4,50
7,4,11
0,3,33
7,3,54
7,4,2
7,4,2
7,3,13
7,3,12
7,4,11
7,3,15
7,4,18
0,4,19
7,4,6
7,4,17
0,4,2
7,4,14
7,3,28
7,4,40
7,4,38
0,3,4
0,3,11
0,3,10
0,4,2
7,4,13
0,3,33
0,4,5
0,4,5
7,4,30
0,3,17
7,3,9
7,3,27
7,3,26
0,4,6
7,3,2
0,4,23
7,4,21
0,3,2
7,3,2
0,4,19
7,4,18
0,4,17
7,4,5
0,3,15
0,4,14
7,3,4
7,3,12
7,3,11
7,4,10
0,4,5
0,3,8
0,3,7
0,3,6
0,3,5
7,3,2
0,4,3
0,3,2
0,3,1
