source,destination,holding_time
7,4,26
7,4,64
7,3,49
0,4,2
0,3,61
7,4,18
0,4,5
7,4,8
7,4,13
0,3,5
0,4,5
0,3,4
7,4,4
7,4,16
0,4,3
7,4,2
0,3,4
0,4,14
0,3,2
0,4,5
7,4,3
0,3,31
0,3,78
0,4,75
7,4,2
0,4,36
0,3,24
7,3,23
7,3,2
0,3,6
7,3,2
7,3,2
7,4,24
7,3,15
7,3,2
7,4,2
0,4,3
0,4,18
0,4,4
7,4,31
7,3,8
7,4,6
7,4,2
0,4,20
7,4,53
7,3,6
0,4,32
7,4,8
7,3,2
0,3,5
7,4,3
7,4,49
0,4,16
0,3,2
0,3,3
0,3,45
0,4,11
0,3,43
0,3,3
7,4,2
0,3,22
0,4,3
0,4,3
0,4,3
0,3,36
7,4,6
7,4,2
7,3,18
7,4,32
0,3,2
7,3,30
0,3,11
0,3,28
7,4,2
0,3,26
0,3,4
7,3,6
7,3,23
0,4,5
7,3,21
7,4,3
7,4,7
7,3,2
0,4,2
7,4,2
7,4,15
7,4,4
7,3,8
0,4,12
7,3,2
7,3,2
7,4,9
7,3,2
7,4,7
0,3,6
0,3,5
7,3,4
7,4,2
0,4,2
0,4,1
