source,destination,holding_time
0,3,92
0,3,3
0,4,2
0,4,2
7,3,2
0,4,2
7,4,34
0,3,3
0,4,2
7,3,2
0,4,7
7,4,9
7,3,2
0,3,4
0,4,34
7,3,4
0,4,3
0,4,3
0,4,8
7,4,8
0,4,37
0,3,2
7,3,2
7,3,2
0,4,29
7,3,2
7,4,7
7,3,2
7,4,2
0,4,4
7,3,3
0,3,2
0,3,2
0,3,18
7,4,8
7,3,2
0,4,2
0,4,3
7,3,2
0,4,2
0,4,2
7,4,3
7,3,3
0,3,5
7,4,2
7,3,2
7,4,2
0,4,6
0,3,2
0,4,2
0,3,2
7,4,9
0,3,2
7,4,2
7,4,30
0,3,2
7,4,4
0,4,2
0,3,3
0,3,2
0,4,2
0,4,2
7,3,2
7,3,3
7,4,3
7,4,2
0,3,3
0,4,6
0,3,4
0,3,4
0,3,2
0,3,29
0,4,5
7,3,2
7,4,5
7,4,2
0,3,2
7,4,2
0,3,2
0,3,2
7,3,8
0,3,2
7,3,2
7,4,2
0,4,5
0,3,15
7,4,2
7,3,13
0,3,2
7,4,11
0,4,10
0,4,4
7,4,2
7,4,4
0,4,6
0,3,3
7,3,4
0,3,3
7,4,2
7,4,1
