source,destination,holding_time
7,4,11
0,4,86
7,4,11
0,3,23
0,3,84
7,4,15
0,3,22
7,3,10
7,4,9
7,3,18
7,4,17
7,3,3
0,3,77
7,4,27
7,4,8
7,3,13
7,4,10
0,4,2
0,3,11
0,4,4
7,3,6
0,3,32
0,4,6
0,4,4
0,3,75
0,3,34
0,4,18
0,3,12
0,4,2
0,4,2
7,3,5
7,3,10
0,4,6
0,4,5
7,4,3
0,4,2
0,3,29
7,3,5
7,3,62
7,4,4
0,4,6
7,3,10
7,4,33
0,4,10
0,4,10
7,4,3
0,3,2
0,3,2
7,3,52
0,3,51
7,4,10
0,4,11
7,3,41
7,4,5
0,4,5
7,4,6
0,4,44
7,4,7
0,3,5
7,4,10
0,4,16
7,3,39
7,4,38
0,4,2
7,4,10
7,4,27
7,3,2
0,3,10
7,4,7
7,4,10
7,3,30
0,3,2
0,3,19
0,4,13
0,3,2
7,3,7
7,3,24
7,3,23
7,3,2
0,4,21
7,3,11
7,3,2
7,4,5
7,4,2
7,4,2
0,4,15
0,4,14
0,3,2
0,3,12
0,4,4
0,4,2
7,4,9
7,3,2
0,4,7
0,3,6
7,4,5
7,3,3
7,3,3
0,4,2
0,4,1
