source,destination,holding_time
7,4,22
7,4,6
7,4,10
7,3,19
0,3,6
7,3,7
0,4,2
7,3,34
7,4,2
7,3,2
7,4,22
7,3,4
0,4,4
7,3,2
7,3,2
7,4,2
7,3,2
7,3,7
0,4,24
7,4,52
0,4,40
0,4,34
7,3,7
0,3,53
7,4,2
0,4,52
7,4,2
7,4,21
0,3,2
0,4,7
0,4,3
0,3,69
0,4,2
7,3,2
7,4,66
7,3,9
7,4,14
7,3,63
7,3,2
0,3,2
7,3,8
7,3,7
7,3,58
0,4,3
0,3,54
0,4,4
7,4,3
7,3,2
7,4,2
7,4,4
0,4,10
0,4,10
0,3,6
0,4,29
0,3,2
7,4,29
7,4,6
7,3,29
7,4,42
7,3,4
7,3,7
0,3,24
7,3,28
7,4,34
0,4,36
0,3,5
7,4,5
7,4,3
7,4,2
7,3,3
7,3,5
0,4,12
0,3,19
7,3,5
0,4,11
7,4,2
0,4,24
0,4,3
7,4,12
0,4,18
7,4,4
0,3,2
0,4,18
7,4,2
7,3,13
7,3,15
7,4,14
0,3,13
0,3,12
0,3,2
7,4,10
7,3,9
7,3,4
0,4,7
7,4,6
0,4,5
7,4,4
0,4,2
0,3,2
0,4,1
