source,destination,holding_time
7,3,6
7,4,48
0,3,89
7,4,8
0,3,2
0,3,15
7,4,13
7,3,20
0,4,42
7,3,38
7,4,42
0,4,15
0,3,52
7,4,28
7,4,38
7,4,2
7,4,3
0,4,46
0,3,56
7,4,34
7,3,4
0,3,5
0,3,2
7,4,17
0,3,9
0,3,17
7,4,74
7,3,30
0,4,55
7,3,71
7,4,7
7,4,36
7,4,10
0,4,5
0,4,3
0,3,63
7,3,64
7,4,40
7,4,2
0,4,27
7,4,50
0,3,30
7,4,9
7,4,57
7,4,3
7,3,15
0,4,10
0,4,22
7,4,52
7,4,51
0,4,10
0,3,2
0,3,2
0,4,47
7,4,46
7,4,2
7,4,24
7,3,11
0,3,16
0,3,10
0,4,4
0,3,2
0,4,38
0,3,11
0,4,36
0,3,26
0,3,18
0,3,33
0,4,32
0,4,14
7,3,2
7,3,5
7,3,11
0,4,27
7,4,25
0,3,25
7,3,14
0,4,12
0,4,22
0,4,4
0,4,20
7,4,19
7,4,10
7,3,17
0,4,16
0,3,15
0,3,14
7,4,13
0,4,12
7,4,3
0,4,10
7,4,9
7,3,8
0,4,7
0,3,6
0,3,5
7,3,4
0,3,3
0,4,2
0,3,1
