source,destination,holding_time
7,3,2
7,3,3
0,4,9
7,3,2
0,3,3
7,4,2
0,4,4
7,4,81
0,4,24
0,3,41
7,3,4
7,4,4
0,3,2
0,3,2
7,4,5
7,3,3
7,4,8
7,4,2
0,3,2
7,4,2
0,3,38
7,3,3
0,4,2
7,4,2
0,4,7
0,4,5
7,3,3
0,4,5
0,4,2
0,4,44
7,3,2
7,4,5
7,4,5
0,4,2
7,3,14
7,3,2
0,3,36
7,3,4
0,3,3
0,4,20
7,3,4
7,4,2
0,3,2
7,3,4
0,3,4
7,4,2
7,3,2
0,3,3
0,3,2
7,4,10
7,4,2
0,3,2
0,3,3
7,3,6
0,3,4
7,4,2
0,4,8
7,4,3
0,3,13
7,3,2
7,3,2
0,4,7
0,4,3
7,4,2
0,4,36
7,4,2
0,4,2
0,4,2
0,4,8
7,3,3
0,3,5
0,4,2
7,4,5
7,3,3
0,3,26
0,3,4
0,3,8
0,4,2
7,3,7
7,4,2
7,3,3
7,3,2
0,3,5
0,3,12
7,4,4
7,4,5
0,4,3
0,4,3
0,4,3
7,3,2
0,3,10
7,3,2
0,4,2
0,3,7
7,4,2
7,4,2
0,3,3
0,3,3
0,4,2
0,4,1
