source,destination,holding_time
7,4,19
7,4,2
0,4,4
0,4,2
7,4,2
7,4,2
7,3,10
0,4,2
7,3,2
0,3,2
7,4,2
0,3,2
7,3,14
0,3,48
7,3,2
7,4,2
0,4,2
0,4,3
0,4,3
7,3,6
0,4,3
7,4,3
0,4,37
0,3,2
0,4,3
0,4,8
7,4,2
7,3,4
0,4,4
0,3,15
7,4,7
0,4,69
0,3,43
0,4,4
7,3,2
0,4,4
7,4,35
0,4,2
7,4,8
7,3,2
0,4,2
0,3,2
7,3,3
0,4,6
0,3,2
0,3,2
7,3,4
7,3,2
7,3,3
7,4,17
7,3,2
0,4,9
0,3,4
7,4,3
7,4,27
0,3,2
0,4,8
7,4,2
7,3,2
0,4,9
7,4,2
0,3,39
7,4,2
7,4,2
7,3,5
7,4,2
7,4,4
7,3,2
7,4,32
7,3,2
0,4,14
0,3,2
7,4,2
7,3,6
7,3,2
0,3,5
0,4,2
7,4,23
0,4,12
0,3,3
7,4,2
7,3,5
7,4,2
7,3,2
0,3,12
7,3,2
7,4,2
7,4,3
0,3,2
0,3,2
7,3,10
0,4,2
0,4,2
0,4,7
0,3,5
7,3,2
0,3,2
7,4,3
0,3,2
7,4,1
