source,destination,holding_time
7,4,3
7,3,75
0,3,90
7,3,16
0,3,76
7,4,92
0,4,3
0,4,26
7,4,28
0,3,50
7,4,14
7,3,5
0,3,2
7,4,62
7,3,45
7,3,55
7,3,57
0,4,51
0,3,25
7,4,4
7,4,7
7,4,58
7,4,78
7,4,9
0,3,3
7,4,59
7,3,6
0,4,73
7,3,12
7,3,24
0,4,5
7,4,36
7,3,15
0,4,12
0,3,5
0,4,65
7,4,26
0,4,3
7,4,49
0,3,9
0,4,12
0,4,34
7,3,30
7,3,2
0,4,14
0,4,3
7,3,10
7,4,45
7,3,37
7,4,51
7,4,44
0,4,6
0,4,44
0,3,47
0,3,9
7,4,8
0,4,7
7,4,43
0,4,8
7,3,24
0,3,2
0,4,39
0,3,38
0,4,18
0,4,5
7,3,2
7,4,2
7,3,33
0,3,15
0,3,26
0,3,26
7,3,29
7,4,6
0,4,27
0,4,26
7,4,25
7,3,24
7,4,11
0,4,4
0,3,16
0,4,10
7,3,19
0,3,18
0,4,12
0,4,16
7,3,3
7,4,14
7,3,12
7,4,4
0,4,11
0,3,10
7,3,9
7,3,8
0,3,7
7,3,6
7,4,3
0,3,4
7,3,3
7,4,2
0,3,1
