source,destination,holding_time
0,4,100
7,3,21
7,4,4
7,4,97
0,3,24
7,3,17
7,4,34
0,3,33
7,3,12
7,3,2
0,3,3
0,3,21
0,4,27
7,3,2
0,4,19
0,4,62
7,3,9
7,4,45
7,4,2
0,4,79
0,4,15
0,4,27
7,3,44
0,3,40
0,4,6
0,4,41
0,4,49
7,3,26
0,3,2
0,3,71
0,3,2
0,4,41
0,4,38
7,3,3
7,4,18
0,3,65
7,4,9
7,4,18
0,3,60
0,4,25
7,3,5
7,3,27
7,3,10
7,4,10
7,3,19
0,3,3
0,3,54
0,4,2
0,4,3
7,3,27
7,4,13
0,4,35
7,4,13
7,3,26
7,4,46
7,3,18
7,4,33
0,4,2
7,4,8
7,3,8
0,3,29
7,3,4
0,4,26
7,4,26
0,3,36
7,3,35
7,4,34
7,3,5
7,3,32
7,3,4
0,3,6
7,4,7
0,3,11
0,3,27
7,3,26
7,4,2
7,3,2
0,3,5
0,3,2
7,4,20
7,3,12
7,4,19
7,3,5
0,3,2
0,3,16
0,3,15
0,4,14
0,4,13
0,3,12
7,4,11
0,3,2
7,3,9
7,3,8
0,3,3
0,4,6
0,4,5
0,4,4
7,4,3
7,4,2
7,4,1
