source,destination,holding_time
0,4,7
0,3,2
7,4,35
7,4,40
0,3,2
0,3,37
0,3,10
0,4,64
7,4,20
0,4,12
7,4,2
0,3,81
0,4,88
7,3,2
0,4,2
7,4,60
0,3,19
7,3,83
0,3,8
7,4,9
7,3,6
7,4,7
7,4,19
0,3,2
7,4,19
0,4,9
0,4,4
0,3,3
0,4,2
0,3,3
7,3,34
7,3,69
0,3,2
7,3,67
0,4,2
7,3,20
7,4,64
0,4,8
7,4,19
7,4,26
7,4,28
7,4,57
0,3,22
0,3,32
0,3,4
0,4,55
0,3,2
0,3,6
0,3,8
7,4,11
0,4,50
7,4,12
0,3,20
7,4,47
7,3,36
0,3,20
0,4,41
0,4,43
7,4,41
0,4,3
7,3,40
7,4,20
7,3,10
0,4,37
7,3,6
7,4,35
0,3,4
0,4,18
7,4,32
0,3,10
7,3,2
7,3,29
0,3,3
7,4,3
7,4,26
0,3,3
7,4,24
0,3,5
0,4,4
0,4,8
0,3,3
0,3,19
0,3,18
0,3,17
0,4,7
0,3,15
0,3,7
7,3,13
0,3,2
0,3,2
0,4,10
7,3,3
0,3,8
0,3,7
0,3,2
0,3,5
0,4,4
0,3,3
0,4,2
7,4,1
