source,destination,holding_time
0,3,7
0,3,25
0,3,15
7,3,10
7,3,2
0,3,29
0,3,3
0,4,40
0,4,51
0,4,3
7,3,2
7,4,75
7,4,23
0,4,87
7,3,62
7,4,16
0,3,40
0,3,10
0,3,8
7,3,25
7,4,38
0,3,60
0,4,10
0,4,5
0,3,2
0,4,17
7,3,5
0,4,26
7,3,3
0,3,9
7,3,58
7,3,25
0,4,28
0,3,57
7,3,17
0,3,3
7,4,37
7,3,52
7,3,2
0,4,35
7,3,3
0,3,17
0,4,55
0,4,7
0,4,31
7,3,55
0,4,32
7,3,46
0,4,2
7,4,26
0,4,12
7,3,49
0,4,8
0,4,9
0,3,46
7,4,19
0,3,44
7,4,43
0,4,11
7,3,41
7,3,23
0,4,12
0,4,19
7,3,37
0,4,2
0,4,16
7,4,34
7,3,22
0,4,2
0,4,31
0,3,21
7,4,29
7,3,23
7,3,27
0,4,26
0,4,12
0,4,18
0,4,23
7,4,22
0,3,17
7,3,3
7,4,11
7,3,18
7,3,7
0,3,16
0,3,13
0,3,2
7,3,6
7,4,12
0,3,11
7,4,3
7,3,9
0,4,8
0,3,7
7,3,6
0,4,5
0,3,4
7,4,3
0,4,2
7,4,1
