source,destination,holding_time
7,3,2
7,3,4
0,4,2
7,4,3
7,4,3
7,3,3
0,4,7
7,3,6
0,3,19
0,3,3
0,4,2
7,3,61
0,3,3
7,4,3
7,4,86
7,4,71
7,4,19
0,3,8
7,4,2
0,4,81
7,3,2
7,3,19
7,3,6
0,3,28
7,4,32
0,4,2
7,3,2
0,4,28
0,4,2
0,3,71
0,4,31
7,4,9
0,4,50
7,4,2
0,3,15
7,4,2
0,3,28
7,3,63
0,4,5
7,3,14
7,3,2
0,4,5
7,3,39
7,3,50
0,3,2
7,3,2
7,3,2
7,3,8
0,3,33
0,3,3
0,3,3
7,4,3
7,4,6
7,4,4
7,3,6
7,4,45
0,4,5
0,3,6
7,3,2
7,3,7
7,3,40
0,3,3
0,3,6
7,3,37
0,4,2
0,3,2
0,4,2
7,3,4
7,4,2
7,4,4
0,3,3
0,4,29
7,3,27
7,4,13
0,3,6
7,3,25
7,4,17
7,3,3
7,3,2
7,3,8
0,3,3
7,4,14
7,4,2
7,4,2
0,4,7
0,3,5
7,4,14
0,4,13
7,3,9
7,4,2
0,3,10
0,3,2
0,4,7
0,4,7
7,4,2
7,3,3
0,3,4
7,4,3
0,4,2
7,4,1
