source,destination,holding_time
7,3,2
7,4,48
7,4,2
7,3,2
0,4,2
7,3,2
0,3,4
0,4,25
7,4,2
0,3,8
0,3,5
0,4,9
0,3,8
0,4,4
7,3,2
0,3,3
0,4,8
7,3,2
7,3,3
7,4,2
0,3,6
7,4,7
0,4,8
7,4,2
7,3,17
0,3,2
0,3,4
0,3,4
7,4,3
7,3,2
0,3,7
7,4,2
7,4,3
7,3,11
0,4,3
7,4,2
0,3,6
0,3,2
7,4,2
7,3,22
0,3,31
0,4,2
7,4,8
7,4,9
0,3,2
7,4,16
0,4,3
7,4,7
7,4,40
7,4,2
7,4,6
0,4,15
7,3,9
7,3,2
7,3,5
7,3,4
0,3,12
7,3,4
0,3,6
7,3,2
7,4,5
0,3,4
0,4,2
7,4,2
7,3,4
7,3,2
0,4,3
0,4,2
7,4,5
7,4,4
7,4,30
0,4,5
0,3,2
0,3,2
0,3,26
0,3,4
0,4,24
0,3,23
7,3,22
7,3,3
0,4,2
0,3,4
0,4,17
7,3,2
7,4,5
0,4,15
7,3,14
0,4,5
0,3,2
7,4,2
7,3,4
7,3,8
7,4,2
7,3,7
7,3,2
7,4,2
7,3,2
7,4,3
7,3,2
7,4,1
