source,destination,holding_time
0,3,60
7,4,17
7,3,57
0,3,74
0,3,30
0,4,9
7,4,3
0,4,38
0,3,17
7,4,2
7,3,14
7,3,2
7,4,16
0,4,14
7,4,9
7,3,47
0,3,2
0,3,47
7,4,4
7,3,62
7,4,21
0,3,38
7,4,6
0,3,38
0,4,2
0,4,11
0,3,2
0,3,24
7,4,3
0,4,7
7,4,50
7,4,7
7,3,5
0,3,10
0,3,66
0,3,22
0,3,2
0,4,63
0,3,59
7,4,61
7,3,4
7,4,34
0,3,13
7,4,57
0,3,30
0,3,12
0,4,22
0,4,4
7,4,32
7,3,24
0,4,13
7,4,2
0,3,29
7,3,47
7,3,28
7,4,26
0,3,28
7,4,43
0,3,11
0,4,4
7,3,2
0,4,36
7,4,13
7,3,2
7,3,2
7,3,35
7,3,7
7,4,7
7,4,2
0,3,31
7,4,18
0,3,29
7,4,4
0,3,5
7,4,26
7,3,25
0,4,24
7,4,23
7,3,22
7,4,4
7,3,20
0,3,19
7,3,18
7,3,8
7,4,16
0,3,3
7,3,14
7,4,13
0,3,4
0,3,5
7,4,4
0,3,9
7,3,8
7,4,7
7,3,3
7,3,5
0,4,4
0,3,3
0,4,2
0,3,1
