source,destination,holding_time
0,4,7
0,4,3
7,4,50
0,3,12
0,4,96
0,4,13
0,3,84
0,3,13
0,3,57
7,3,2
0,3,38
0,3,2
7,4,12
7,4,80
7,3,19
0,4,23
7,4,4
0,4,10
0,4,72
7,3,39
7,4,2
7,4,50
7,4,41
7,4,16
7,3,10
7,4,57
7,3,2
0,3,70
0,4,40
0,3,25
0,4,70
7,3,15
7,3,6
7,4,67
7,3,2
7,4,13
0,3,4
7,3,47
7,4,14
0,4,2
0,4,17
7,3,59
7,4,58
0,3,53
0,3,3
7,4,4
7,4,6
7,3,3
0,4,23
0,3,51
0,4,10
0,3,2
7,4,16
0,3,26
7,4,46
0,3,10
7,3,3
7,3,43
0,4,42
0,4,3
0,4,7
0,4,5
0,3,2
0,3,11
0,3,10
7,3,35
0,4,24
0,3,33
0,4,9
0,3,31
0,3,6
7,4,10
0,3,28
0,3,10
7,4,26
7,3,9
7,4,24
7,3,2
0,3,3
0,4,21
7,4,20
7,3,19
7,3,2
7,3,6
7,3,2
7,3,3
7,3,14
7,4,3
7,3,12
7,4,11
7,4,10
0,3,2
0,4,8
0,4,7
7,4,6
0,3,5
0,4,4
7,4,3
7,4,2
0,3,1
