source,destination,holding_time
7,3,25
7,3,13
7,3,3
0,3,8
7,3,40
0,3,13
7,4,3
0,4,4
0,4,5
7,3,2
0,3,7
7,3,20
0,4,3
7,4,3
7,4,5
7,3,2
0,4,84
7,3,2
7,3,2
7,3,2
0,4,2
7,3,2
0,3,7
7,4,61
7,4,2
0,4,14
7,3,7
7,3,3
0,4,72
7,3,2
7,3,17
0,4,69
7,4,26
0,4,67
0,4,28
7,4,65
0,4,2
0,4,2
0,4,7
0,4,40
7,3,2
0,3,2
0,4,5
0,3,3
0,4,29
7,3,17
0,3,4
7,3,53
7,3,2
0,3,5
0,3,50
7,4,18
0,3,7
7,3,47
0,3,46
7,3,45
7,3,2
7,3,32
7,3,3
7,4,2
7,3,6
7,3,3
0,4,3
0,3,5
0,4,15
0,4,6
0,4,4
7,3,33
0,4,7
0,3,31
7,3,4
7,3,29
0,4,4
0,3,14
0,4,2
0,4,2
0,4,4
7,3,17
0,4,15
0,4,18
0,3,2
0,3,3
0,4,4
0,3,6
7,3,8
7,4,14
7,4,14
0,3,13
7,4,12
7,4,11
7,4,7
0,3,4
7,3,2
7,3,7
0,4,6
0,4,5
0,4,4
7,3,2
0,3,2
7,4,1
