source,destination,holding_time
7,4,3
7,3,8
7,4,9
0,3,4
7,3,54
0,3,20
7,4,7
0,3,5
0,3,45
7,4,4
7,3,13
0,4,3
7,4,7
0,4,2
7,3,86
7,4,13
7,3,26
0,4,12
7,3,28
7,3,3
7,4,2
7,4,4
0,3,2
0,3,41
7,4,9
7,3,2
0,3,4
0,3,52
0,3,3
7,3,49
7,4,49
0,3,7
0,3,3
7,3,12
0,4,3
0,3,46
0,4,64
7,3,44
7,3,12
0,4,2
0,3,11
7,4,9
0,3,58
7,3,36
0,4,3
0,4,5
0,3,54
0,3,2
7,4,33
0,3,2
0,4,4
7,3,45
7,3,3
7,4,12
7,3,2
7,3,41
0,4,4
0,4,2
0,4,3
0,3,10
7,3,38
7,3,23
0,4,22
7,3,37
7,4,4
0,3,35
0,3,3
7,4,2
7,3,2
7,4,31
0,4,3
7,4,5
0,3,2
7,3,7
7,4,15
0,3,4
7,4,5
7,3,23
7,4,8
0,4,2
0,4,2
0,4,19
0,4,11
7,4,3
0,3,2
7,3,15
0,4,3
7,3,5
0,3,2
0,3,11
7,3,3
7,4,3
7,3,8
0,4,7
0,3,6
0,4,5
0,4,4
7,3,3
7,3,2
0,4,1
