source,destination,holding_time
7,3,59
0,4,99
0,4,10
0,3,9
7,4,34
7,3,3
7,4,7
0,4,6
7,4,5
7,3,10
0,3,15
0,3,7
7,3,17
0,3,11
7,4,86
0,3,2
7,4,2
7,3,5
7,4,26
7,3,16
0,4,5
0,4,32
0,3,16
7,3,3
7,4,42
0,4,21
7,4,5
0,3,25
7,3,5
7,4,70
7,3,57
0,3,13
7,3,46
0,4,2
7,3,52
7,3,65
7,3,35
7,3,63
7,3,4
0,4,20
7,3,58
7,4,59
7,3,33
7,4,57
0,3,56
7,3,36
7,3,50
7,4,44
0,4,32
7,4,18
0,3,50
0,3,49
0,3,8
0,3,47
0,4,10
7,3,2
0,3,44
0,4,38
0,3,39
7,3,27
7,4,40
7,4,2
7,3,38
0,3,3
0,4,36
7,3,35
7,3,34
7,4,33
0,4,4
0,4,31
7,3,30
7,4,4
7,3,28
0,3,27
0,3,3
0,3,4
0,3,4
7,3,6
0,4,22
7,3,21
7,4,12
0,3,17
7,3,18
0,3,14
0,4,11
7,3,15
7,4,7
0,3,2
7,4,12
0,3,11
7,4,2
0,4,9
0,4,8
7,3,3
7,4,6
0,3,5
7,4,4
0,3,3
0,3,2
0,3,1
