source,destination,holding_time
7,4,9
7,3,96
0,4,2
7,4,8
0,3,4
7,4,45
7,3,2
0,3,7
7,4,13
7,3,44
7,3,24
0,3,66
0,3,3
7,3,35
7,4,86
0,3,2
7,4,5
7,4,28
0,3,29
0,3,4
0,3,5
7,4,10
7,4,4
0,4,2
0,4,5
7,3,4
0,4,2
0,4,10
0,4,70
7,3,5
0,4,2
0,4,6
0,3,3
0,4,18
0,3,66
0,4,7
7,4,2
7,4,3
7,3,2
0,4,3
0,3,6
7,3,11
0,4,52
0,4,22
7,3,56
0,4,55
7,3,54
7,3,2
7,3,24
7,4,3
0,4,14
0,4,2
7,3,23
0,4,24
0,4,14
0,4,45
0,4,35
0,3,35
7,3,42
7,3,2
7,4,28
7,4,39
0,3,38
7,4,13
0,4,6
7,3,9
0,3,2
0,3,33
7,3,21
0,4,29
0,3,10
0,3,10
0,4,3
7,4,27
7,3,26
7,3,15
0,3,24
0,3,5
0,4,6
7,3,21
7,3,19
0,4,19
0,4,18
0,3,17
7,3,16
7,4,15
0,3,14
7,3,13
7,3,12
0,4,11
0,3,6
0,4,9
7,4,2
0,3,4
0,3,6
0,4,5
0,4,4
0,4,3
7,4,2
7,3,1
