source,destination,holding_time
0,4,25
0,3,2
7,4,2
7,4,51
0,3,34
0,4,40
0,4,70
7,4,22
7,4,3
7,3,13
7,3,78
0,4,63
0,3,4
0,4,31
0,4,2
7,3,67
7,4,11
0,4,6
0,4,7
7,3,77
7,4,80
0,3,13
7,3,43
7,3,54
0,3,21
7,4,69
0,3,2
7,3,23
0,4,23
7,4,33
0,3,2
0,3,6
7,3,3
7,3,8
7,3,10
7,3,24
0,3,57
7,3,63
7,3,62
0,3,22
7,4,17
0,3,59
7,4,2
7,4,3
7,3,14
7,3,24
7,3,2
0,4,50
7,3,52
7,3,12
0,3,50
0,3,3
7,3,28
7,3,47
7,4,29
0,3,30
0,3,4
0,3,43
0,4,3
0,3,24
7,3,34
7,3,39
7,3,33
7,4,9
0,3,6
0,4,16
7,3,34
0,4,33
0,3,6
7,3,17
0,4,28
0,4,3
7,3,4
0,4,2
0,3,3
0,4,25
7,3,3
7,4,3
7,4,22
7,4,21
7,3,13
0,3,11
7,4,8
0,4,17
7,3,16
0,3,15
7,4,14
0,3,13
7,3,8
7,4,11
7,4,10
0,3,9
7,4,7
7,3,7
0,4,6
7,4,5
7,3,4
7,4,3
7,3,2
7,3,1
