source,destination,holding_time
0,4,6
0,3,33
7,3,19
7,4,2
7,3,2
0,3,14
0,3,52
0,4,4
7,4,9
7,3,10
0,3,14
0,3,20
7,4,10
7,4,11
0,4,4
7,4,41
0,3,61
0,4,8
7,3,5
7,3,24
0,3,2
7,3,2
0,4,10
7,4,44
7,3,20
7,3,3
7,4,4
0,3,73
7,4,2
7,4,47
0,4,38
7,4,3
0,3,67
7,3,33
7,3,66
0,4,6
7,4,14
7,4,14
0,4,7
0,3,61
7,4,2
0,4,10
7,3,46
0,3,57
7,4,2
0,4,7
7,3,6
0,3,4
0,4,19
7,3,29
7,4,6
7,4,25
0,4,18
0,4,3
0,3,46
7,3,14
7,4,2
0,3,23
7,4,37
7,3,2
0,4,13
0,4,35
0,3,15
0,3,33
0,4,3
0,3,2
7,3,4
7,4,2
7,3,2
7,3,6
0,3,30
0,3,29
7,4,2
7,3,27
0,3,14
7,3,3
0,4,22
0,4,23
7,4,3
7,4,21
7,3,3
0,3,7
7,4,2
0,3,17
0,3,7
7,4,6
7,4,2
0,3,13
0,3,2
0,3,2
0,4,6
7,4,5
7,4,8
7,4,7
0,3,2
7,4,5
0,3,4
0,3,3
0,3,2
0,3,1
