source,destination,holding_time
0,4,2
7,3,37
7,4,2
7,3,25
0,3,23
7,3,43
0,3,5
0,3,7
0,3,92
0,4,5
7,4,3
7,3,53
0,3,10
7,3,4
7,4,86
7,3,5
7,3,3
7,4,7
7,4,2
7,4,4
0,3,75
0,4,2
0,3,78
0,4,75
0,3,24
0,4,9
7,3,4
7,3,3
7,3,8
0,4,5
7,3,9
0,4,15
0,4,37
7,4,2
0,3,2
7,3,2
0,3,5
7,3,2
0,4,2
7,3,8
0,4,2
7,4,3
7,4,5
0,3,3
0,4,56
7,3,4
0,3,34
0,4,53
7,3,38
0,3,4
0,3,17
7,4,29
7,3,2
0,3,32
7,3,7
7,4,45
0,4,2
0,4,6
0,3,7
7,3,2
0,4,2
0,3,3
7,4,24
7,4,3
0,4,3
7,3,23
7,3,10
0,4,23
7,3,2
7,3,2
0,3,30
0,3,20
0,4,28
7,3,4
0,3,2
7,4,8
0,4,24
7,3,15
0,4,2
0,4,2
7,4,4
0,4,5
7,4,2
7,4,17
7,4,3
7,4,12
7,3,5
0,3,13
7,4,11
0,3,11
7,4,10
7,4,3
7,4,8
7,3,6
0,3,6
0,4,5
7,3,2
0,4,3
0,3,2
7,4,1
