source,destination,holding_time
7,3,3
7,3,8
7,3,5
0,3,38
7,4,63
7,4,14
0,3,67
0,4,34
7,3,36
7,3,19
7,3,26
7,4,3
7,4,12
0,4,6
7,3,2
7,4,3
0,3,2
0,4,56
7,3,3
7,4,5
0,4,3
0,4,8
0,3,6
0,4,77
0,3,2
7,4,18
7,4,5
0,4,3
7,3,72
7,3,9
7,3,3
0,3,43
0,3,68
7,4,37
7,3,3
7,3,2
7,3,64
0,4,63
0,4,29
0,4,3
7,4,2
0,3,59
0,3,5
0,3,43
0,4,2
0,3,32
0,3,54
7,3,13
7,4,21
0,3,10
7,3,50
0,3,18
0,4,2
0,3,3
0,4,46
0,3,2
0,3,37
7,4,43
0,4,13
0,3,41
7,4,40
7,3,3
0,4,38
0,4,37
7,3,7
0,3,3
7,4,16
7,3,33
7,3,5
7,3,2
0,3,6
7,4,29
0,3,28
0,3,27
7,3,10
7,3,5
7,3,14
7,4,5
0,3,2
0,3,3
7,4,6
7,4,2
7,3,10
7,4,10
0,4,16
0,4,3
0,3,8
7,4,13
0,4,2
7,3,11
7,4,2
0,4,9
7,3,3
0,3,6
0,4,6
7,4,5
0,4,2
0,4,3
0,3,2
7,3,1
