source,destination,holding_time
7,3,14
0,4,4
0,4,6
7,3,3
7,4,2
7,4,2
7,4,35
7,3,2
0,3,23
0,4,4
0,3,2
7,4,4
7,4,2
7,3,66
0,3,2
7,3,9
0,3,2
0,4,8
7,4,75
7,3,2
7,3,3
0,3,2
7,4,31
0,3,5
0,4,5
0,3,2
0,4,2
0,3,4
0,4,11
0,3,5
0,4,3
0,3,2
7,4,5
0,3,2
7,3,2
7,4,2
0,3,2
7,3,7
7,4,2
0,3,26
0,3,3
0,3,5
7,3,3
7,4,2
0,3,2
0,3,2
0,4,4
7,4,8
7,4,8
7,3,3
7,3,10
0,4,3
7,4,3
7,3,3
7,3,34
7,3,2
0,4,2
7,4,2
7,4,10
7,3,4
0,3,15
0,4,4
7,4,5
0,4,2
0,4,36
0,4,14
7,4,2
0,4,3
7,3,2
7,3,3
7,3,30
0,4,29
7,3,12
0,4,2
0,3,2
0,4,6
0,4,2
0,3,4
0,4,5
7,3,2
7,3,4
0,3,2
7,3,2
0,3,2
0,3,3
0,4,3
7,4,14
7,4,3
7,4,12
7,4,2
7,3,10
0,3,8
0,4,8
7,4,2
0,3,3
0,3,3
0,3,2
7,3,3
7,4,2
0,4,1
