source,destination,holding_time
7,4,25
0,3,6
0,3,23
0,3,8
0,4,5
7,4,8
7,4,3
7,3,2
7,4,6
0,4,3
0,3,39
0,3,7
7,4,4
0,3,47
7,3,69
7,3,42
0,4,16
7,3,7
7,4,23
7,4,2
7,4,3
0,4,9
7,3,16
7,3,2
7,3,65
7,4,5
0,3,4
0,4,14
7,3,3
7,3,24
0,3,7
7,4,5
0,4,18
0,4,11
0,3,23
0,3,59
0,3,55
0,3,2
0,4,10
7,4,9
7,4,2
0,3,47
0,3,10
7,3,4
0,4,16
7,3,32
7,4,2
7,3,53
0,3,5
0,3,7
0,3,9
7,3,5
0,3,8
0,3,33
7,4,8
7,3,13
0,3,44
0,3,43
0,4,2
7,3,8
7,4,40
7,3,2
7,4,32
7,4,2
0,4,13
7,4,19
0,4,2
7,3,2
0,3,4
0,4,2
7,4,2
7,4,25
0,3,15
0,3,27
7,3,21
7,4,17
0,3,24
0,3,23
7,4,22
7,3,21
0,4,2
7,4,19
7,4,14
0,4,11
7,4,16
7,3,3
7,3,5
7,3,13
7,3,8
7,4,7
7,3,2
7,3,9
0,4,8
7,4,7
0,3,2
7,4,5
0,4,2
7,3,2
0,3,2
7,4,1
