source,destination,holding_time
7,4,7
7,4,4
7,3,2
0,3,32
0,4,60
0,4,59
0,4,34
7,4,19
0,4,16
0,4,2
0,4,7
7,4,89
7,4,2
7,4,40
7,3,53
0,4,85
0,3,35
0,4,3
7,3,3
7,4,44
7,3,49
0,4,4
0,4,2
0,3,2
7,3,45
7,4,9
7,3,3
7,3,33
0,3,7
0,4,45
0,3,24
0,3,69
0,4,29
0,3,44
0,3,22
0,4,15
0,3,3
7,3,20
0,4,34
0,3,61
7,4,28
7,3,2
0,4,22
0,4,57
7,3,5
0,3,23
7,3,43
7,4,19
0,3,52
7,4,51
7,4,25
0,3,49
0,4,17
0,3,4
7,3,15
7,3,28
7,4,2
0,3,43
0,3,8
0,3,41
7,4,40
7,3,29
0,4,2
7,4,18
7,4,3
0,4,35
7,3,17
0,4,33
7,4,32
0,4,31
7,4,30
0,4,29
0,4,28
0,3,15
0,3,9
7,3,25
7,3,24
7,3,14
7,4,6
7,4,9
0,4,16
7,3,19
7,3,2
7,3,13
0,3,16
7,3,13
0,4,9
7,4,2
0,4,12
0,3,11
0,4,10
7,4,9
0,4,8
7,3,7
0,4,6
0,3,5
7,4,4
0,3,3
7,3,2
7,4,1
