source,destination,holding_time
0,3,72
0,4,11
0,4,30
0,3,96
7,3,9
7,4,5
0,3,12
7,3,17
0,3,14
7,3,13
0,3,4
7,4,80
7,3,2
7,3,86
0,4,24
0,3,9
7,3,3
0,3,47
0,4,7
0,3,14
0,3,2
0,4,10
7,3,69
0,4,69
0,3,29
0,3,32
7,3,74
7,4,28
0,3,32
0,4,37
7,4,60
0,4,3
7,4,2
7,4,47
7,3,21
0,4,8
0,3,12
0,3,8
0,4,12
7,4,43
7,3,6
7,3,2
0,4,3
0,4,5
0,3,7
0,4,7
0,4,54
7,4,16
7,3,3
7,4,8
0,4,11
7,3,49
0,3,34
7,3,47
7,3,46
0,4,13
7,4,8
0,4,13
0,4,42
7,3,41
0,3,17
7,4,16
0,4,2
7,4,26
0,3,11
0,3,35
0,3,10
0,4,33
7,4,14
0,3,8
7,3,30
0,3,29
7,3,28
0,4,6
0,4,26
0,3,2
0,3,19
0,4,4
7,4,22
0,4,21
7,3,7
7,4,10
0,4,3
0,3,17
7,4,14
7,4,15
7,4,14
7,3,13
7,3,2
0,3,8
7,4,10
0,4,9
0,3,8
0,3,5
7,4,3
0,4,2
0,4,4
0,4,3
7,4,2
7,3,1
