source,destination,holding_time
0,3,83
7,3,2
0,4,2
7,4,3
0,3,37
7,3,4
0,3,7
7,3,6
7,4,2
7,4,8
0,3,2
0,4,4
0,3,2
7,4,2
0,3,3
0,4,2
0,3,11
7,4,25
0,3,2
7,4,4
0,3,56
7,4,2
7,4,2
7,4,2
0,3,2
7,4,2
7,3,8
0,3,4
7,3,2
7,3,2
0,3,2
0,4,3
0,4,43
0,3,2
0,4,2
0,4,4
7,4,9
7,4,2
0,4,3
7,3,25
7,4,2
7,3,2
0,3,4
7,3,5
0,3,2
0,4,2
7,3,3
0,4,6
0,4,13
0,4,8
0,3,6
0,4,2
7,3,9
7,3,2
0,3,46
7,4,3
0,3,2
0,4,2
7,3,26
7,3,41
7,4,4
7,3,2
0,4,3
7,3,3
7,4,2
7,3,10
7,4,7
7,4,2
7,4,2
0,3,17
7,4,30
0,4,3
7,3,3
7,3,3
0,4,4
7,4,3
0,4,3
0,4,16
7,3,2
7,4,10
7,4,2
0,4,4
7,4,2
0,3,17
7,3,16
7,4,15
7,4,14
7,4,12
7,4,8
0,3,3
0,4,6
7,3,2
0,3,2
0,3,4
7,3,2
7,4,2
0,3,3
7,3,3
7,4,2
0,3,1
