source,destination,holding_time
0,4,2
7,3,18
7,4,52
0,4,5
7,4,2
0,4,2
7,3,2
0,3,2
0,3,2
0,4,2
0,3,8
7,3,2
0,4,2
7,3,6
7,4,2
0,4,6
7,3,3
7,4,3
0,4,2
7,3,2
0,3,3
7,4,2
7,3,2
0,4,3
0,3,2
0,3,9
0,3,3
0,4,2
0,3,2
0,4,2
0,4,3
0,4,3
7,3,2
7,4,8
7,3,5
0,4,2
0,4,2
7,3,2
7,3,57
7,4,17
7,4,60
7,4,2
7,4,2
7,3,3
7,3,39
7,4,4
7,4,15
7,4,3
7,3,2
0,4,2
7,4,9
0,3,2
0,4,2
7,4,8
0,3,16
0,3,6
0,3,30
7,3,7
7,3,2
7,3,4
7,3,2
7,3,6
7,4,21
0,4,2
0,3,21
7,4,13
7,3,4
0,4,2
0,4,3
7,4,29
0,4,2
7,4,3
0,4,28
7,4,4
0,3,4
7,3,2
0,3,2
7,4,5
7,3,12
0,4,3
7,4,2
0,4,2
0,4,16
7,3,8
7,3,12
0,4,3
7,4,14
7,4,3
7,3,2
7,3,2
0,4,2
7,4,9
0,3,3
0,3,6
7,3,6
7,3,2
7,4,2
7,4,2
7,3,2
0,3,1
