source,destination,holding_time
7,3,10
0,4,19
7,4,96
7,3,2
0,3,2
0,3,22
0,4,9
7,4,5
7,4,20
7,4,4
0,4,3
7,4,89
7,3,29
7,4,15
0,4,35
0,3,2
0,4,34
7,4,39
0,3,5
0,3,56
0,3,79
7,4,62
0,3,20
0,4,17
7,4,40
0,3,73
7,3,2
0,4,2
7,3,20
0,3,12
7,4,6
0,4,36
0,4,68
7,4,25
0,3,66
0,3,15
7,4,3
0,3,63
0,3,14
7,4,10
0,4,18
0,3,59
0,3,17
7,3,16
0,3,8
7,3,39
7,4,47
7,4,44
7,4,52
7,4,9
7,3,42
7,3,49
7,4,48
7,3,3
7,4,22
7,3,7
7,4,10
0,4,28
0,4,28
7,3,6
7,3,40
7,4,39
0,4,3
7,3,4
0,4,3
7,3,2
7,4,34
0,4,28
7,4,3
0,3,31
0,4,30
7,4,29
0,3,28
7,4,3
0,4,26
0,4,3
7,3,24
7,4,8
0,4,22
7,4,3
0,3,20
7,3,19
7,4,18
7,3,17
0,4,2
0,4,2
7,4,5
0,3,13
0,4,12
0,4,11
7,4,10
7,4,9
0,4,8
7,4,2
7,3,6
7,4,5
7,4,2
7,3,3
0,3,2
7,4,1
