source,destination,holding_time
7,4,92
0,4,7
0,3,28
0,3,73
7,3,74
0,3,54
7,4,6
0,3,5
0,3,92
0,3,2
7,4,44
0,3,10
7,3,4
0,4,9
7,3,11
7,3,43
7,4,2
7,4,15
7,3,27
7,4,31
7,4,74
7,4,13
7,3,45
7,4,10
7,3,8
7,4,3
0,3,44
0,3,2
7,3,72
7,3,50
7,3,5
0,3,69
0,4,5
0,3,12
0,3,7
0,4,65
7,3,50
7,4,3
0,4,31
0,4,41
7,3,20
0,4,10
0,3,2
7,3,3
0,3,7
7,4,12
0,3,54
0,4,53
7,3,13
0,4,14
0,4,45
0,3,16
0,4,48
7,3,26
7,4,3
7,3,45
0,3,3
0,4,2
0,4,37
7,4,41
0,3,25
7,4,39
7,3,7
7,3,24
0,4,26
7,3,19
0,3,34
7,3,4
0,4,26
7,3,19
0,3,30
7,3,29
7,3,28
7,4,13
7,3,4
0,3,12
7,3,24
0,3,2
7,3,22
7,4,21
0,4,20
7,3,2
7,4,18
7,3,17
7,3,16
0,4,15
7,3,14
0,4,5
7,3,2
7,4,4
7,4,10
0,4,9
0,3,2
7,4,7
7,3,5
7,3,5
7,4,4
7,3,3
0,3,2
7,3,1
