source,destination,holding_time
7,3,17
0,4,52
7,3,8
0,3,70
0,4,5
0,4,2
7,3,11
7,3,2
7,3,3
0,3,2
7,4,19
7,4,9
7,4,2
0,3,42
0,4,2
7,4,3
7,3,43
7,4,5
7,3,4
7,3,2
0,4,6
0,4,21
0,3,5
7,3,2
7,3,16
0,4,2
7,3,2
7,4,56
7,3,72
7,3,9
7,4,9
0,3,14
7,4,18
0,3,4
0,4,66
7,3,65
7,4,6
7,3,2
7,4,25
7,3,10
7,3,2
7,3,2
0,4,2
0,4,57
7,4,2
7,4,2
0,4,26
0,3,53
0,3,2
7,4,3
7,4,3
7,4,2
7,4,2
7,3,38
0,3,46
7,4,2
0,3,44
7,3,4
7,3,2
7,3,17
0,4,10
7,3,2
7,4,38
0,4,28
0,4,24
0,3,10
7,3,3
0,4,4
0,3,15
7,4,10
7,3,19
7,3,29
7,3,5
7,3,15
7,4,2
0,4,7
0,3,3
0,4,9
0,3,22
0,3,8
7,4,5
0,4,4
7,4,8
0,4,17
7,3,3
7,4,15
0,3,14
0,3,13
7,4,2
0,4,11
7,4,10
0,3,2
0,3,2
0,4,7
7,3,5
0,4,3
0,4,4
7,4,3
7,3,2
0,4,1
