source,destination,holding_time
7,3,22
7,4,4
7,4,19
7,3,14
7,4,50
0,3,50
0,3,39
0,3,6
7,4,2
0,4,6
7,4,3
7,4,21
7,3,2
0,3,20
7,3,2
0,3,38
0,4,16
0,3,7
0,3,13
7,3,81
0,3,42
7,4,3
7,4,9
7,3,7
7,4,4
7,4,9
0,4,13
0,4,5
0,4,5
0,4,3
7,4,70
0,4,19
7,3,3
7,3,4
0,4,2
0,4,14
0,4,17
7,4,2
0,3,2
7,4,20
7,3,2
0,4,17
7,4,3
7,3,2
7,4,2
7,4,29
7,3,32
0,4,48
7,4,4
0,3,3
0,4,7
0,3,4
7,3,48
0,3,47
0,4,2
7,3,16
0,4,26
7,3,15
0,4,4
0,3,14
7,3,40
7,4,37
7,3,5
0,4,2
7,3,16
0,4,15
0,3,3
0,3,2
0,4,32
0,4,31
7,3,30
7,3,2
7,4,2
0,4,5
0,3,26
0,3,25
7,3,24
0,3,3
7,4,6
0,3,2
0,4,6
0,3,19
7,3,2
0,4,17
7,4,2
0,4,15
7,3,11
7,3,13
7,4,2
7,3,2
0,4,3
0,4,9
7,3,2
0,4,2
0,3,2
7,3,5
0,3,4
0,4,2
0,3,2
0,4,1
