source,destination,holding_time
7,4,27
7,3,12
7,4,2
0,3,3
0,4,3
7,3,29
0,4,23
7,4,2
7,4,10
7,3,2
0,3,13
0,3,65
7,4,21
7,4,2
0,4,61
7,4,7
7,3,16
7,4,37
0,4,7
7,4,20
7,4,15
7,3,5
7,4,3
0,4,2
0,4,49
7,4,60
0,4,10
0,3,6
0,4,41
0,4,15
7,3,55
7,4,69
7,4,68
7,4,34
0,3,2
0,4,9
7,4,62
0,3,26
7,4,24
7,3,23
0,4,4
7,4,54
7,4,25
7,3,2
7,4,13
7,3,26
7,4,27
0,3,53
7,3,29
0,3,45
7,3,31
0,3,2
0,3,8
0,3,47
0,3,46
7,4,17
7,4,9
0,3,15
7,3,9
0,3,41
0,4,2
0,3,7
7,4,8
7,4,19
0,4,2
0,4,35
7,3,3
0,3,9
0,4,15
7,3,12
0,3,10
7,3,17
7,4,11
0,3,14
7,4,26
0,4,25
7,4,3
7,3,12
0,3,4
0,4,21
7,4,20
7,3,18
7,3,18
7,3,17
0,3,11
0,4,15
7,3,14
0,3,13
0,4,12
7,4,11
0,4,10
0,3,9
0,4,8
0,4,4
0,3,2
7,4,3
0,3,3
7,4,3
7,3,2
0,4,1
