source,destination,holding_time
7,4,32
0,4,3
7,3,13
7,3,33
7,4,25
0,4,39
0,4,79
0,3,2
7,3,61
7,3,3
0,4,90
0,4,89
0,4,34
7,3,87
7,3,8
7,4,19
0,4,8
0,3,83
7,3,13
7,4,6
7,3,56
7,3,8
0,3,20
7,4,36
0,4,2
0,4,3
0,4,49
7,3,3
0,4,24
0,3,2
7,3,8
0,4,14
0,3,31
0,3,43
0,3,2
7,3,10
7,3,64
7,3,38
0,4,39
7,3,8
0,3,16
7,4,4
7,4,3
0,4,2
7,3,2
0,3,13
0,4,37
0,3,26
0,4,52
7,4,8
0,4,2
0,4,2
7,4,6
0,4,46
7,4,37
7,3,20
0,4,44
7,3,3
0,3,42
7,4,41
7,3,2
0,4,39
0,4,31
0,4,2
7,3,36
7,3,17
0,3,2
0,4,14
0,3,2
7,3,2
0,4,13
7,4,29
0,4,13
0,4,5
0,4,15
7,4,6
0,3,2
7,4,3
0,4,13
0,3,21
0,4,20
0,4,19
0,4,18
7,4,17
0,4,5
7,4,15
7,3,12
7,4,13
7,3,12
7,4,2
7,3,10
7,4,9
7,3,6
7,4,7
0,3,6
0,3,5
7,3,2
0,3,3
7,4,2
7,4,1
