source,destination,holding_time
0,4,85
7,3,15
7,3,39
0,4,6
7,3,18
7,3,39
0,3,7
7,3,26
0,4,58
0,4,83
0,4,2
0,3,30
0,3,74
7,4,4
0,3,46
0,4,28
7,4,44
7,4,66
0,3,47
7,4,2
0,4,17
7,3,2
7,4,69
0,4,76
0,4,7
0,3,42
0,3,50
0,3,73
7,4,8
7,3,2
7,4,29
7,3,21
0,4,11
0,4,67
0,4,11
0,3,27
0,3,30
0,3,27
0,4,22
0,4,30
0,4,12
7,3,3
7,3,58
7,3,16
7,4,4
0,4,5
0,3,15
7,3,45
0,4,52
0,4,27
7,3,38
0,3,2
7,3,16
7,4,10
0,4,2
0,3,45
0,3,27
7,4,43
7,3,2
0,4,16
7,4,7
7,3,3
0,3,21
0,4,17
0,4,3
0,3,10
0,3,34
0,4,33
7,3,2
7,4,17
7,3,7
7,3,29
0,3,28
0,3,27
7,4,7
7,4,25
7,3,2
0,4,23
0,4,5
7,4,21
7,4,5
7,3,19
0,4,18
7,3,17
7,3,2
7,4,3
7,4,5
7,4,6
7,3,12
0,3,11
0,4,2
0,3,9
0,4,8
0,3,7
7,3,6
0,4,5
7,4,4
0,3,3
7,3,2
0,4,1
