source,destination,holding_time
0,4,5
7,4,3
0,4,42
7,4,3
0,3,40
7,4,80
0,4,17
7,3,93
0,4,6
0,3,5
7,4,90
0,3,71
0,4,30
7,4,8
0,3,2
0,4,24
0,3,11
7,4,6
0,4,62
7,4,10
7,4,57
7,4,57
0,4,70
0,4,26
7,4,28
0,3,75
0,4,23
0,4,15
0,4,5
7,4,71
0,4,57
7,4,10
0,4,7
0,3,7
7,4,35
0,4,65
7,4,30
0,3,10
0,3,2
0,3,11
0,4,60
7,3,37
7,3,58
0,3,32
7,4,3
0,4,55
7,3,29
0,3,53
7,3,16
0,4,37
7,4,2
7,4,17
0,4,29
0,4,44
0,3,8
0,3,33
0,4,44
7,4,24
0,4,15
0,3,41
0,4,21
7,4,39
7,3,13
7,4,4
0,4,23
0,3,15
0,4,6
7,4,3
0,3,32
0,4,28
7,4,30
7,3,9
7,4,4
7,4,27
7,3,5
7,4,25
7,4,24
0,3,23
7,4,3
7,4,21
7,4,20
7,3,19
7,3,2
7,3,12
0,4,16
0,3,15
0,3,14
0,4,3
7,4,4
7,4,11
7,4,10
7,3,9
0,3,8
7,3,7
0,3,6
7,3,5
7,4,2
0,4,3
7,4,2
7,3,1
