source,destination,holding_time
0,4,3
7,3,4
7,3,7
7,3,3
0,3,55
7,3,32
0,3,59
0,4,40
0,4,5
0,3,2
7,3,23
7,3,5
7,4,3
0,3,80
7,3,58
7,4,10
7,3,5
0,3,3
0,3,25
0,4,14
7,3,28
0,4,79
0,4,54
0,3,3
7,4,14
7,4,59
7,4,3
7,4,6
7,4,2
0,4,46
0,3,26
0,3,29
0,3,9
0,4,11
0,4,29
7,4,63
0,4,27
7,4,31
0,4,42
0,4,61
0,3,29
7,4,16
0,3,21
0,4,6
0,3,40
7,3,40
0,4,41
7,3,3
0,3,17
0,4,5
0,4,9
7,4,28
7,4,48
7,4,11
7,4,29
7,3,4
7,3,44
7,4,22
7,3,5
0,4,10
0,3,11
7,4,39
0,4,2
7,3,37
0,3,3
7,3,35
0,4,34
7,4,13
7,4,32
0,4,10
0,3,30
7,3,29
7,4,28
0,3,2
0,3,2
0,4,22
7,3,24
0,4,23
0,4,5
7,4,21
0,3,7
0,4,19
7,4,2
7,3,3
7,3,2
0,3,15
0,3,9
0,3,9
7,3,4
0,3,11
0,4,7
0,3,2
0,4,8
0,4,5
7,3,6
0,4,5
0,3,4
0,3,3
7,4,2
0,3,1
