source,destination,holding_time
0,3,81
0,4,65
0,3,91
7,3,10
0,4,2
0,3,32
7,3,76
7,3,93
0,3,72
7,3,2
0,4,9
0,3,40
0,4,17
0,3,66
7,4,23
0,4,5
7,3,5
0,4,40
0,3,8
0,3,5
0,4,44
7,4,12
0,4,2
0,3,9
0,3,76
7,4,3
0,4,2
0,4,2
0,3,6
0,3,44
7,3,19
0,3,21
7,3,12
0,4,3
7,3,66
7,3,65
7,3,23
0,4,41
0,4,10
7,3,2
7,4,48
7,4,43
7,3,35
0,4,19
0,3,19
0,4,6
0,4,8
0,4,32
7,3,17
7,3,7
7,3,27
7,4,49
0,4,48
7,3,5
0,4,8
7,3,6
0,4,44
7,4,43
0,4,8
7,4,36
7,3,12
7,4,19
0,3,38
7,3,5
0,3,4
0,4,2
7,4,34
7,4,33
0,3,32
0,4,17
0,3,2
0,3,29
7,4,28
7,4,27
7,4,10
0,4,9
7,4,24
7,3,23
0,3,18
7,4,9
7,4,20
0,4,19
7,3,12
7,4,2
0,3,16
0,4,15
7,4,14
7,3,2
0,3,8
0,4,11
0,3,10
7,3,8
7,3,8
0,3,7
7,4,6
7,4,5
0,3,4
7,3,3
7,3,2
0,4,1
