source,destination,holding_time
0,4,8
0,3,27
7,3,36
0,4,14
7,3,24
0,4,9
7,4,36
7,4,13
7,3,43
0,4,50
7,3,61
0,4,3
0,4,2
0,4,15
7,4,6
0,4,4
7,4,16
7,4,68
0,4,15
0,3,2
7,3,76
7,3,12
0,4,8
0,4,73
7,3,76
7,3,75
0,4,48
7,4,73
7,4,26
7,3,71
0,4,2
0,3,2
0,3,21
0,4,31
0,4,66
0,3,9
0,4,2
0,3,46
7,4,7
0,3,61
0,4,34
0,3,59
0,4,58
0,4,57
0,3,46
7,4,21
7,3,22
0,3,3
7,3,34
7,3,2
7,4,42
0,4,3
0,4,48
0,4,4
0,4,2
0,4,8
0,3,7
0,3,43
0,3,26
0,4,41
7,4,35
0,4,7
0,3,36
7,4,15
0,4,12
7,3,35
7,3,22
0,3,2
0,4,14
0,3,31
0,4,10
0,4,29
0,4,16
0,4,2
7,4,16
7,3,25
7,3,14
0,4,2
0,3,6
0,3,3
7,3,3
7,4,14
7,4,12
0,4,17
7,3,5
7,4,6
7,4,6
0,4,13
7,3,12
7,3,11
0,3,10
7,4,9
0,3,8
7,3,7
0,4,6
7,4,5
0,4,4
0,3,3
7,3,2
0,4,1
