source,destination,holding_time
7,3,30
0,3,25
7,3,89
7,4,5
7,3,20
7,4,24
0,3,5
0,3,18
7,3,22
7,4,71
0,3,64
0,3,33
7,3,12
7,4,38
0,4,6
0,4,3
0,3,4
7,4,18
0,4,4
7,4,43
7,4,11
7,3,71
7,3,23
7,3,58
7,4,73
7,3,75
0,3,59
0,3,73
0,4,2
7,3,14
7,3,3
0,3,41
0,3,18
0,3,67
7,4,3
0,4,41
0,4,3
0,3,55
7,4,2
7,4,46
7,4,57
7,4,23
0,4,18
7,4,57
7,3,10
7,4,31
0,3,3
7,4,53
7,4,52
0,4,24
7,3,14
0,4,26
0,3,24
7,3,47
7,3,10
0,3,2
0,3,10
7,4,6
0,4,42
7,3,16
0,4,36
0,3,6
0,3,14
0,4,37
0,4,32
7,3,35
7,4,33
0,3,33
7,3,32
7,4,28
0,4,30
0,3,8
0,4,28
0,3,6
7,4,2
7,4,25
0,3,8
7,4,23
7,3,17
7,3,21
0,3,20
7,3,18
0,3,2
7,4,8
7,4,3
0,4,9
7,4,14
7,3,13
0,3,12
7,4,11
7,3,10
7,4,2
0,4,8
7,4,7
0,4,4
7,4,5
7,4,4
0,3,3
0,4,2
7,4,1
