source,destination,holding_time
0,4,2
7,4,3
7,4,2
0,3,6
0,3,2
7,4,2
0,3,6
0,4,2
7,3,2
0,4,4
7,3,3
7,4,21
0,4,11
7,3,2
0,4,8
0,3,2
7,4,2
7,4,2
7,4,2
0,4,2
7,4,7
7,3,24
7,3,2
0,4,27
0,3,5
0,3,4
0,3,2
0,3,5
0,3,2
7,4,2
0,3,2
0,3,4
7,3,2
7,4,2
7,4,13
0,3,2
0,3,3
0,3,2
7,4,20
7,4,2
0,3,8
7,3,2
7,3,2
0,4,35
0,3,5
0,3,7
0,4,40
7,3,49
0,4,2
7,4,11
7,3,3
7,3,2
0,4,2
7,3,2
7,4,4
0,3,6
7,4,13
7,3,2
7,4,2
0,3,3
7,4,8
7,3,9
7,4,2
7,4,2
0,4,2
7,4,2
0,3,2
7,3,4
0,3,2
7,3,4
7,4,3
7,4,3
0,4,2
7,4,2
7,4,2
0,3,8
0,3,4
7,3,5
7,4,2
7,4,4
7,3,20
7,3,4
7,3,3
7,4,4
0,3,2
0,4,3
7,3,3
7,3,3
7,4,2
7,3,2
0,4,2
7,3,2
7,3,8
0,4,7
7,3,2
7,4,5
7,3,4
7,3,2
0,3,2
0,3,1
