source,destination,holding_time
7,4,4
7,4,8
7,3,93
0,4,18
0,4,4
7,4,2
7,3,29
0,4,2
0,3,76
7,3,11
0,3,7
0,3,18
0,4,74
7,3,2
7,4,3
7,4,50
7,4,3
7,4,83
7,4,50
0,3,4
7,4,18
0,3,69
7,4,78
7,3,6
0,3,5
0,4,23
7,4,23
0,3,73
7,4,49
0,3,41
7,3,17
7,4,6
0,3,68
7,4,2
7,4,66
7,4,65
0,3,2
0,4,57
7,3,4
0,3,36
7,4,3
0,4,9
0,3,12
7,4,57
0,4,35
7,4,9
7,4,5
0,3,53
7,4,4
0,3,5
7,3,6
7,4,14
7,4,38
7,4,47
0,4,7
0,3,39
0,4,34
7,3,43
0,4,42
0,3,41
0,4,12
0,3,18
7,3,38
0,4,37
0,3,7
0,4,35
7,3,34
0,4,33
7,3,4
7,4,8
0,3,30
0,3,2
0,4,5
7,3,27
7,4,14
7,4,25
7,4,8
7,3,23
7,3,2
0,4,2
7,3,3
7,3,4
7,3,18
0,4,17
7,4,16
0,4,12
7,3,14
0,4,13
7,4,12
0,4,11
0,4,10
7,4,9
0,3,8
0,3,7
0,3,6
0,3,5
7,3,4
7,3,2
7,4,2
7,3,1
