source,destination,holding_time
0,4,10
7,3,16
7,3,50
7,3,30
7,4,10
7,3,2
0,4,18
7,3,5
0,3,7
7,3,11
7,3,41
0,3,18
7,4,30
7,3,67
0,3,15
7,3,85
0,4,9
0,3,4
0,4,13
7,3,43
0,4,55
0,3,22
0,4,29
7,3,3
7,3,60
7,3,5
0,4,5
7,4,73
7,4,72
7,3,18
7,4,15
7,4,28
7,4,2
7,4,12
0,3,12
7,4,8
7,4,4
7,4,3
0,4,62
0,4,5
7,4,2
7,4,28
0,4,39
7,3,31
7,3,29
0,3,16
7,4,39
0,3,5
0,3,52
7,3,3
0,3,7
0,3,13
7,3,21
0,4,20
7,4,24
0,4,3
7,3,30
0,4,21
0,4,39
0,4,41
7,3,5
7,4,25
7,3,38
7,4,4
7,4,2
0,4,6
7,4,3
7,3,12
7,4,7
7,4,9
0,3,5
0,3,7
0,3,28
0,3,27
7,4,4
7,4,25
0,4,6
7,3,2
0,3,22
7,3,21
7,3,20
7,4,19
0,4,18
7,3,17
0,4,2
0,3,2
0,3,14
0,3,13
7,3,12
0,3,11
0,4,6
7,3,9
7,3,8
0,3,7
0,4,6
7,3,2
7,3,4
0,4,3
0,4,2
7,4,1
