source,destination,holding_time
7,4,45
7,4,10
0,3,4
7,3,6
0,4,86
7,3,28
0,3,64
7,3,40
7,3,42
0,4,4
7,3,2
0,4,43
7,4,2
7,3,27
0,3,37
7,4,65
7,3,4
0,3,7
0,4,41
7,3,43
0,4,4
0,4,3
7,4,3
0,4,2
0,3,26
7,4,5
0,3,7
7,4,26
0,3,2
7,4,7
7,4,5
0,3,4
0,4,68
0,3,13
0,3,66
7,3,65
7,3,64
7,3,30
0,3,32
7,4,31
0,4,6
0,3,8
0,3,4
7,4,3
7,4,30
7,4,17
0,3,12
0,4,18
7,4,20
0,4,51
0,3,50
0,3,5
7,4,2
0,3,47
0,3,3
7,4,14
0,4,44
0,4,43
0,4,3
0,3,41
7,3,40
0,4,14
7,3,2
7,4,37
7,3,36
0,3,10
7,4,2
7,4,3
0,4,5
7,3,31
7,4,16
7,4,2
7,4,7
7,4,4
7,3,26
7,3,3
0,4,3
0,4,3
0,3,13
7,3,18
0,4,8
0,4,19
0,4,7
0,3,17
0,4,16
0,4,15
0,3,14
0,4,13
7,3,12
7,4,11
0,4,10
0,3,9
0,4,8
0,4,5
7,4,6
0,4,5
0,3,4
0,4,3
7,4,2
7,3,1
