source,destination,holding_time
0,4,3
7,4,24
0,4,11
0,4,2
7,3,17
0,4,3
7,4,9
7,3,13
7,3,10
7,3,16
7,4,2
0,4,3
0,4,6
0,4,12
0,3,2
0,3,5
7,3,2
7,3,6
0,3,2
7,4,5
7,4,2
7,4,2
7,3,3
7,3,3
0,3,3
7,3,4
0,3,70
0,3,13
7,4,2
0,4,24
7,4,2
7,4,2
7,3,2
0,4,2
0,3,2
7,3,4
0,3,64
0,4,2
0,3,7
7,3,10
7,4,2
0,4,2
7,4,11
0,4,57
7,4,2
0,3,2
0,4,2
7,3,13
7,3,14
0,3,3
0,4,2
0,3,2
0,4,47
7,4,2
0,3,4
0,4,3
0,3,8
0,3,6
0,4,32
7,3,6
0,4,2
0,3,8
7,3,2
7,4,14
0,3,2
0,4,4
0,4,2
0,3,2
7,4,4
7,3,31
0,3,2
0,3,2
7,4,4
0,3,14
7,4,2
7,4,4
0,4,2
0,3,4
7,3,9
0,4,3
7,3,20
7,4,7
0,3,4
7,4,2
0,4,2
7,4,2
7,3,2
0,3,2
0,3,2
7,3,4
0,3,2
7,3,2
7,4,8
0,3,7
7,3,2
0,4,5
0,3,2
0,4,3
7,4,2
0,3,1
