source,destination,holding_time
7,3,3
0,4,86
7,3,53
7,4,48
7,4,10
7,4,3
0,4,25
0,3,18
0,4,2
7,3,59
0,3,78
7,3,2
0,3,88
0,4,87
7,4,52
7,3,72
7,3,84
7,4,81
0,4,42
7,3,18
7,4,69
7,3,9
7,3,3
7,3,33
7,4,2
7,3,66
0,4,2
0,4,73
0,3,72
7,3,63
0,3,3
0,3,10
7,4,12
7,3,67
0,4,49
0,4,49
0,3,10
7,3,63
7,3,50
7,3,41
7,3,16
0,3,59
0,3,58
0,4,57
7,3,8
7,3,14
0,4,54
7,3,8
7,3,17
0,3,18
0,3,23
7,4,49
0,3,21
0,4,47
7,3,46
7,3,2
0,3,11
0,3,8
7,4,3
7,3,41
0,3,7
7,4,33
0,4,2
7,3,37
7,3,36
7,4,25
7,4,4
0,4,3
0,3,32
0,4,31
7,4,2
0,3,12
0,4,17
7,4,7
0,3,26
7,3,25
0,4,24
7,4,23
7,4,22
7,3,21
7,4,20
0,3,19
7,3,3
0,4,17
0,4,16
0,4,15
0,4,4
7,3,13
7,3,12
0,4,11
0,3,6
0,3,9
7,3,8
7,4,7
7,4,2
0,4,5
7,4,4
7,4,3
7,4,2
7,4,1
