source,destination,holding_time
0,4,22
7,3,64
7,3,7
0,3,2
7,4,15
7,4,2
7,3,33
0,3,75
7,3,4
7,4,25
7,3,42
7,3,27
7,4,70
0,4,6
0,4,43
0,4,2
0,4,36
0,4,20
0,4,47
7,4,74
7,3,76
7,4,43
7,3,76
7,3,60
7,4,60
7,4,6
7,4,68
7,4,29
7,4,6
7,3,26
0,4,2
7,4,8
7,4,11
7,3,48
0,3,5
0,4,11
7,4,2
0,3,6
0,3,56
0,4,13
7,4,3
7,3,10
0,4,50
7,3,12
0,4,35
7,4,28
0,4,6
7,3,2
7,3,2
0,4,6
7,3,50
0,3,10
7,4,2
7,3,3
7,4,39
7,3,22
0,3,28
0,3,38
0,4,2
0,4,10
0,3,7
7,4,3
7,3,33
7,3,11
0,3,36
7,3,35
0,4,13
0,4,3
7,4,25
7,4,3
0,3,30
0,4,5
7,4,5
0,4,27
7,3,3
7,3,2
0,4,24
7,3,10
7,3,22
0,4,21
0,3,20
0,3,19
7,3,2
0,4,3
7,3,16
7,4,2
0,4,14
0,4,13
0,3,12
0,4,3
7,3,10
0,4,9
7,3,8
0,4,7
7,3,6
0,3,5
0,4,4
7,4,2
7,4,2
7,4,1
