source,destination,holding_time
7,4,3
0,3,2
7,3,5
0,4,5
0,3,6
0,3,12
0,3,6
0,3,2
7,3,6
0,4,2
0,4,13
0,4,10
0,3,10
0,3,12
7,4,13
7,3,2
0,4,12
7,4,2
0,3,26
0,3,2
0,3,10
0,3,6
0,4,2
0,3,6
7,4,2
7,4,75
0,3,20
0,3,3
7,4,2
7,3,2
7,4,5
7,3,2
0,4,22
0,4,2
0,4,2
7,4,18
0,4,3
0,3,3
7,4,5
7,4,41
0,3,3
7,4,20
7,4,2
7,4,2
7,4,2
0,4,2
7,3,2
7,3,2
7,4,3
0,4,5
0,4,5
7,4,25
7,3,2
7,4,3
0,4,5
0,4,2
7,3,2
7,4,4
0,4,3
0,4,2
7,4,11
0,3,3
7,4,6
0,3,2
7,4,8
0,3,6
7,3,13
7,4,2
0,3,2
0,3,2
7,4,3
0,4,2
7,3,2
7,4,2
0,4,2
7,4,4
0,3,5
7,4,5
0,3,2
7,4,2
7,4,2
7,3,2
7,4,2
0,4,2
7,4,16
0,4,2
0,4,8
0,3,13
7,4,2
0,4,5
0,3,10
0,4,2
0,4,2
0,4,2
7,4,4
0,3,5
0,4,3
7,4,2
7,4,2
0,4,1
