source,destination,holding_time
0,3,5
7,4,2
0,4,9
0,4,17
0,4,71
0,3,10
0,4,34
0,4,7
7,3,84
0,4,2
0,3,90
0,3,17
0,4,3
0,4,58
7,4,17
0,3,80
7,3,4
0,4,4
0,4,82
0,3,27
7,3,34
0,3,2
0,3,5
7,4,3
0,3,19
7,4,42
7,3,74
0,3,39
0,3,2
7,4,12
0,3,7
0,3,3
0,4,29
0,3,2
7,3,3
0,4,57
0,4,8
0,4,2
7,3,62
0,4,58
0,4,30
0,4,13
7,3,58
7,4,4
0,4,16
0,3,14
0,3,10
0,3,41
0,4,3
7,4,15
7,4,50
7,3,49
7,3,29
7,4,4
7,4,9
0,4,2
7,3,14
0,4,5
0,4,9
7,4,2
0,3,31
7,4,3
7,3,2
0,4,37
7,4,18
7,4,19
7,3,4
7,3,33
0,4,27
0,3,31
7,4,6
0,3,17
7,4,28
7,4,27
7,4,23
7,4,19
0,4,20
0,4,23
0,4,11
0,4,10
7,3,20
7,4,19
0,3,3
0,3,17
7,3,2
7,4,15
7,4,14
0,3,13
7,4,5
0,3,11
0,4,10
0,3,9
7,4,4
7,4,7
7,4,6
7,4,5
7,4,4
0,3,3
0,3,2
0,4,1
