source,destination,holding_time
7,3,11
0,4,41
7,3,16
0,3,24
0,3,11
0,3,9
0,4,8
7,4,8
7,4,9
7,4,4
7,4,20
0,3,37
0,3,8
0,3,66
7,4,21
7,4,2
0,4,3
7,4,10
7,3,8
7,3,6
7,4,2
7,4,3
7,3,7
0,3,77
7,4,26
7,3,6
0,4,10
7,4,3
0,3,5
7,4,7
7,3,2
0,3,6
0,4,68
7,3,3
7,3,63
7,4,21
0,4,53
7,3,6
7,3,2
0,4,6
7,3,6
0,3,17
7,4,6
7,3,2
7,4,8
0,4,7
0,4,7
7,4,15
7,4,11
7,3,2
7,3,10
7,3,21
0,4,2
0,4,2
0,4,46
0,3,2
0,3,44
7,3,43
0,3,30
7,3,41
0,3,40
0,3,13
7,3,2
0,3,2
7,3,7
0,4,2
0,3,34
0,3,6
0,3,19
0,4,18
7,3,29
0,3,2
7,3,8
7,4,14
0,3,26
0,3,25
7,4,2
0,4,23
7,3,3
0,3,2
7,4,6
0,3,5
0,4,3
0,4,4
7,4,16
7,4,15
7,3,14
7,4,13
7,4,3
7,3,11
7,3,4
7,4,6
7,3,2
0,3,7
7,4,6
0,4,5
7,3,4
7,4,3
0,3,2
7,3,1
