source,destination,holding_time
0,3,81
7,4,5
0,4,10
7,4,38
0,4,6
0,4,24
7,3,13
7,4,65
7,3,46
0,3,76
0,3,28
7,3,51
7,4,48
0,4,20
7,4,71
0,3,10
0,4,42
0,4,83
0,3,4
7,4,2
0,3,34
7,4,17
0,4,78
7,4,15
7,4,76
0,4,22
7,4,22
7,4,55
0,3,71
7,4,2
7,3,70
0,4,36
7,4,62
0,4,36
7,4,43
7,4,49
0,3,64
0,4,14
7,4,6
7,3,24
0,3,6
7,4,6
0,4,10
7,4,2
7,4,36
7,3,12
0,4,20
0,4,53
7,4,52
0,3,51
7,4,37
7,4,6
7,3,2
0,3,39
7,4,2
7,3,5
7,3,44
0,3,43
7,3,31
7,4,3
7,3,3
0,4,13
0,4,38
0,3,37
0,3,16
0,3,35
7,3,34
7,3,26
0,4,32
0,4,31
0,4,30
7,3,5
7,4,2
7,4,27
7,4,26
7,4,25
7,4,24
0,3,3
0,4,18
0,3,21
7,4,5
0,4,2
0,4,18
7,4,13
7,3,12
7,4,3
0,3,5
7,3,4
7,3,3
7,4,11
0,4,10
7,3,7
7,4,8
0,3,7
0,4,6
7,4,5
7,3,4
7,4,3
7,4,2
0,4,1
