source,destination,holding_time
0,4,7
7,4,2
7,4,15
0,4,3
7,3,18
7,3,2
0,3,49
7,4,2
7,4,2
7,3,2
0,3,2
7,4,2
0,3,8
7,3,2
7,4,2
7,3,24
0,3,2
7,4,3
0,4,74
0,3,17
0,3,6
0,4,2
0,4,2
7,3,60
7,3,8
0,4,59
0,4,2
0,4,59
0,4,5
0,3,35
7,3,45
0,4,3
7,3,5
0,4,2
7,4,20
0,4,2
7,3,2
7,3,42
7,3,14
0,3,26
0,4,10
7,3,23
0,3,26
7,3,14
7,4,4
0,3,7
7,3,50
0,4,9
7,3,52
7,4,15
0,3,50
7,4,12
0,4,5
0,3,25
7,3,18
7,3,4
7,3,44
0,3,3
7,4,26
7,3,3
7,3,12
7,4,20
7,4,7
0,4,37
0,4,16
0,3,13
7,4,9
0,3,33
0,4,4
7,3,2
0,3,3
0,4,17
7,4,2
0,4,21
7,4,4
7,4,2
7,4,2
7,4,6
0,4,6
0,3,21
7,3,2
7,3,15
7,4,18
0,4,3
0,4,2
7,4,11
0,4,14
7,4,13
7,4,12
7,3,3
7,4,10
7,3,9
7,3,2
0,3,7
7,3,6
7,3,5
0,4,3
7,4,3
7,4,2
7,3,1
