source,destination,holding_time
7,3,67
0,4,9
0,4,16
0,3,44
0,3,6
0,3,9
7,4,42
0,3,2
0,4,13
7,4,4
0,4,5
7,3,14
0,4,15
7,4,8
7,4,8
0,3,44
0,3,70
0,3,6
0,4,73
0,3,11
0,4,3
0,3,2
7,4,16
0,3,16
0,3,9
0,3,5
7,3,42
0,3,3
7,3,40
7,3,37
0,4,41
7,3,69
0,4,26
7,3,29
7,3,7
7,3,65
7,3,32
7,3,56
7,4,20
0,4,15
7,3,35
0,4,3
0,3,28
7,3,4
0,4,15
7,4,10
0,3,32
7,4,32
0,3,6
7,4,51
7,3,50
0,3,12
0,3,23
7,4,32
0,3,2
0,3,12
0,4,2
7,3,35
7,4,42
0,4,41
0,4,40
7,3,3
0,3,38
7,3,9
0,3,36
0,4,35
0,4,4
7,3,4
7,4,3
7,4,16
0,3,30
0,3,9
0,4,7
7,4,2
0,3,2
0,3,3
7,4,24
7,3,23
0,4,19
7,3,5
0,3,16
7,3,19
0,4,3
0,4,17
0,3,16
7,4,15
7,3,14
0,4,2
7,3,12
7,3,11
7,3,10
7,3,9
7,3,2
0,3,4
7,4,6
7,3,5
0,4,4
0,3,3
0,4,2
7,4,1
