source,destination,holding_time
0,4,7
0,3,26
7,4,10
7,3,41
7,4,31
0,4,39
7,3,3
0,4,9
7,3,31
0,3,46
0,4,30
0,4,5
7,4,9
0,3,6
7,4,34
0,3,13
7,4,17
0,3,39
0,3,2
0,4,6
0,3,25
7,3,62
7,4,10
7,4,3
0,3,19
0,4,2
0,4,13
7,4,50
0,4,28
0,4,10
7,3,11
7,3,5
7,3,68
7,4,6
0,3,66
7,3,5
7,4,6
0,4,7
0,3,25
7,3,28
7,4,3
7,3,11
0,3,6
0,4,57
0,4,3
7,3,9
7,4,14
7,3,6
0,3,19
0,4,6
7,3,16
0,4,49
0,3,2
7,3,47
7,4,23
7,4,14
7,4,4
7,4,43
0,3,42
0,3,9
7,4,40
7,3,39
0,4,14
0,4,7
0,3,2
0,3,35
0,3,3
0,4,33
0,3,2
0,3,31
7,3,30
0,4,29
7,3,2
7,4,2
7,3,26
0,4,25
0,4,21
7,3,23
0,4,11
0,3,21
7,4,19
7,3,2
0,3,18
7,3,12
7,4,16
7,3,15
7,3,2
7,4,13
0,4,3
0,3,11
7,4,10
7,3,9
7,3,8
7,3,7
7,4,6
0,4,5
7,4,4
0,3,3
0,3,2
0,4,1
