source,destination,holding_time
7,3,2
0,4,2
0,3,7
0,3,2
0,3,15
0,4,2
7,4,21
7,3,3
0,4,5
7,3,9
7,4,2
0,4,6
0,3,74
7,3,2
0,4,2
7,3,3
7,3,3
0,3,7
7,3,2
0,4,24
0,4,2
7,3,2
7,3,15
7,3,5
0,4,4
0,3,4
7,3,20
7,4,3
7,4,2
7,4,2
7,4,2
7,3,2
0,4,10
7,3,10
7,4,2
7,3,2
0,4,2
0,3,4
0,3,3
7,4,2
0,4,2
0,3,4
7,4,2
0,3,4
7,4,34
0,3,7
0,4,7
7,3,4
0,4,5
0,3,8
0,4,40
7,3,3
7,4,3
7,3,2
0,3,2
0,4,2
0,3,6
0,4,2
0,3,5
0,4,4
7,3,25
7,3,2
0,4,2
7,3,19
0,3,25
7,3,3
7,3,20
0,3,2
7,3,28
0,4,5
7,4,5
7,4,3
0,3,3
0,4,2
7,4,5
0,3,25
7,3,24
0,4,8
0,4,2
0,3,2
0,4,2
7,4,2
7,3,2
7,3,3
0,4,16
0,3,4
0,4,2
0,3,5
7,3,12
7,3,3
0,3,7
7,3,2
7,4,8
7,4,2
0,4,2
7,3,3
7,4,2
7,4,3
0,4,2
0,4,1
