source,destination,holding_time
7,4,77
0,4,31
7,3,56
7,3,27
0,4,5
0,4,11
0,4,24
0,3,2
7,4,5
0,3,41
0,4,3
0,4,2
0,3,31
0,3,18
0,3,37
7,4,7
0,4,5
7,3,7
7,3,2
7,4,21
7,3,45
0,4,3
7,4,42
7,3,6
0,4,5
0,3,8
0,4,26
0,4,4
0,4,60
7,4,2
7,3,28
0,4,2
7,4,9
7,3,22
0,4,27
0,4,11
7,4,50
0,3,23
7,4,2
7,4,39
0,3,2
0,4,24
0,4,8
0,4,5
0,3,6
0,4,4
0,4,30
0,3,6
0,3,52
7,4,7
0,4,42
7,4,2
7,4,3
7,3,47
7,4,41
0,4,26
7,4,10
0,3,2
0,3,32
7,4,25
0,4,40
7,4,9
7,4,38
0,4,20
7,3,36
7,3,27
0,4,18
7,3,26
7,4,32
0,3,26
0,3,19
7,4,14
7,3,6
0,3,20
0,4,26
7,4,2
0,3,4
7,4,23
7,3,2
0,4,2
0,4,20
7,3,12
7,3,18
7,4,5
7,4,16
0,3,15
7,4,9
7,4,13
0,4,12
0,3,11
0,3,10
0,3,9
7,3,8
7,3,7
7,4,6
0,4,4
7,4,4
7,4,3
7,4,2
0,4,1
