source,destination,holding_time
7,3,8
0,3,9
0,3,2
0,4,2
0,4,3
7,3,13
7,3,31
0,4,2
7,4,2
7,4,2
0,4,14
7,3,2
7,4,11
0,3,40
7,3,2
0,3,3
7,4,55
7,4,5
0,3,35
7,4,11
0,3,75
0,3,60
7,4,3
0,4,18
0,3,2
7,3,3
0,3,34
7,4,2
0,3,72
0,3,3
7,3,13
7,4,3
7,4,6
0,3,29
7,3,4
0,3,39
7,3,32
0,3,32
0,3,11
0,4,8
7,3,2
0,3,10
0,4,47
7,4,5
0,4,2
7,4,14
7,3,6
7,4,53
7,4,3
7,4,8
7,4,3
7,3,49
0,4,5
0,4,5
7,3,13
0,3,42
7,4,14
0,4,3
0,3,42
7,4,2
7,3,2
0,3,39
0,4,2
7,4,37
7,4,3
7,3,6
0,4,2
0,3,33
7,4,9
7,3,13
0,4,5
7,3,29
7,3,4
7,3,4
7,3,4
7,4,16
0,3,15
0,4,23
7,4,3
0,3,16
7,3,20
0,3,3
0,3,18
7,3,2
7,4,16
7,3,15
0,4,14
0,3,3
0,3,2
0,4,11
7,4,3
7,3,9
7,3,8
0,4,7
7,4,6
0,4,3
0,4,4
0,4,2
7,3,2
7,3,1
