source,destination,holding_time
7,4,3
0,4,2
7,3,13
7,3,3
7,4,18
7,3,2
0,3,22
7,3,2
0,4,2
0,3,17
0,3,13
0,4,47
0,3,22
7,3,67
0,4,5
7,3,2
0,3,2
0,3,9
0,3,82
7,4,7
0,3,11
0,3,2
0,4,2
0,3,31
7,4,51
7,4,4
7,4,5
7,4,27
7,4,18
7,4,2
0,4,2
7,3,7
7,3,68
7,4,50
7,4,19
7,3,21
0,4,17
0,3,2
0,3,2
7,3,9
0,3,60
7,4,42
0,4,6
0,4,10
0,4,3
0,3,5
0,4,2
0,4,2
0,4,51
7,3,9
7,4,2
7,4,49
7,3,2
7,3,3
7,3,21
0,4,4
0,4,31
7,4,3
0,4,42
7,3,2
7,4,22
7,3,39
7,4,2
7,3,19
0,4,5
7,4,11
7,3,2
0,4,13
7,4,4
7,3,31
0,3,9
7,4,18
0,4,23
7,3,2
7,4,2
7,4,13
0,4,21
0,3,2
7,4,18
7,4,21
0,3,2
7,4,19
0,4,18
7,4,17
7,3,10
0,4,3
7,4,11
0,3,3
0,4,12
0,4,11
7,4,3
0,4,3
0,3,8
7,3,6
7,3,2
7,4,2
0,4,4
7,4,3
7,4,2
7,3,1
