source,destination,holding_time
7,4,63
0,4,16
7,4,5
7,4,8
0,4,4
0,4,61
7,4,11
0,4,12
7,4,5
7,4,63
7,3,3
7,4,3
7,3,59
0,3,20
0,4,11
7,3,4
7,4,83
7,4,3
7,3,6
0,3,8
7,3,14
0,3,6
0,3,60
7,3,32
0,3,3
7,3,52
7,4,10
7,3,7
0,4,8
7,4,71
7,4,10
7,4,69
0,3,2
0,4,52
0,3,3
7,3,10
0,4,64
7,4,44
0,4,62
7,3,16
7,4,7
0,3,5
0,3,8
0,4,33
0,4,30
7,4,8
0,3,6
0,4,53
0,3,8
7,4,25
7,4,49
0,3,2
7,4,4
0,3,34
0,4,2
0,3,2
0,3,5
0,4,2
0,4,2
0,3,41
7,3,3
0,4,2
7,4,4
7,4,29
0,3,12
0,4,2
7,3,2
0,3,3
7,3,11
7,4,31
7,3,30
0,4,13
0,3,3
7,3,3
7,4,26
0,3,2
7,3,24
0,4,23
0,3,4
0,4,6
0,4,2
7,3,19
7,3,18
0,4,5
0,3,3
0,3,15
0,3,3
0,4,6
0,4,2
0,4,2
0,3,2
7,4,9
7,4,4
0,4,7
0,4,2
7,3,5
0,4,4
0,4,3
7,4,2
7,4,1
