source,destination,holding_time
7,3,2
0,3,4
0,4,3
0,4,4
7,4,13
7,3,28
0,3,3
0,3,2
7,3,3
7,3,2
0,4,2
0,3,2
0,4,5
7,3,2
0,4,2
7,4,3
7,3,7
7,3,2
0,4,2
7,4,4
0,3,2
7,4,2
0,4,5
0,4,6
0,3,6
0,3,7
0,3,3
7,4,2
7,3,4
0,4,71
7,4,2
0,3,3
0,3,3
7,3,7
7,4,5
0,3,2
7,4,17
7,3,14
0,4,8
7,4,3
7,3,2
7,3,59
0,4,9
7,4,2
7,3,8
0,4,3
0,3,4
0,4,3
0,3,2
0,4,3
0,4,2
0,4,3
7,4,48
0,3,14
7,3,2
7,3,2
0,4,3
7,3,2
0,3,11
0,3,5
0,3,3
0,3,2
7,3,2
0,4,2
0,3,8
7,3,7
7,3,28
0,3,2
0,3,2
0,3,2
0,4,2
0,3,3
0,3,5
7,3,5
7,4,5
0,4,4
7,3,24
0,3,5
0,3,19
7,3,2
0,4,20
0,4,2
0,4,6
7,4,9
7,3,2
0,3,2
7,4,3
7,4,2
0,4,12
7,4,2
0,4,10
7,4,9
0,4,8
7,4,7
0,4,4
0,4,4
0,4,2
7,3,2
0,4,2
0,3,1
